product_code,customer_code,market_code,order_date,sales_qty,sales_amount,currency
Prod040,Cus005,Mark004,2019-06-04,13,17296,"INR"
Prod040,Cus006,Mark004,2019-06-06,20,34361,"INR"
Prod040,Cus033,Mark005,2019-06-07,5,5069,"INR"
Prod040,Cus001,Mark001,2019-06-07,80,50231,"INR"
Prod040,Cus005,Mark004,2019-06-07,53,69181,"INR"
Prod040,Cus005,Mark004,2019-06-11,1,431,"INR"
Prod040,Cus005,Mark004,2019-06-13,7,9079,"INR"
Prod040,Cus033,Mark005,2019-06-14,2,2366,"INR"
Prod040,Cus005,Mark004,2019-06-17,1,431,"INR"
Prod040,Cus006,Mark004,2019-06-17,20,34361,"INR"
Prod040,Cus020,Mark004,2019-06-17,1,731,"INR"
Prod040,Cus007,Mark004,2019-06-17,1,2616,"INR"
Prod040,Cus001,Mark001,2019-06-19,40,25116,"INR"
Prod040,Cus033,Mark005,2019-06-21,6,6421,"INR"
Prod040,Cus006,Mark004,2019-06-21,20,34361,"INR"
Prod040,Cus001,Mark001,2019-06-26,120,75347,"INR"
Prod040,Cus005,Mark004,2019-06-26,2,0,"INR"
Prod040,Cus008,Mark005,2019-06-27,40,68329,"INR"
Prod040,Cus033,Mark005,2019-06-28,3,2704,"INR"
Prod040,Cus007,Mark004,2019-06-28,2,3921,"INR"
Prod040,Cus006,Mark004,2019-07-01,13,22907,"INR"
Prod040,Cus007,Mark004,2019-07-01,2,3921,"INR"
Prod040,Cus005,Mark004,2019-07-02,13,17296,"INR"
Prod040,Cus006,Mark004,2019-07-02,7,11181,"INR"
Prod040,Cus033,Mark005,2019-07-05,5,4731,"INR"
Prod040,Cus020,Mark004,2019-07-05,1,731,"INR"
Prod040,Cus007,Mark004,2019-07-05,1,1963,"INR"
Prod040,Cus001,Mark001,2019-07-11,40,25116,"INR"
Prod040,Cus033,Mark005,2019-07-12,5,4731,"INR"
Prod040,Cus007,Mark004,2019-07-12,2,3921,"INR"
Prod040,Cus005,Mark004,2019-07-15,40,46694,"INR"
Prod040,Cus006,Mark004,2019-07-15,7,10648,"INR"
Prod040,Cus033,Mark005,2019-07-16,120,121667,"INR"
Prod040,Cus005,Mark004,2019-07-18,7,8648,"INR"
Prod040,Cus006,Mark004,2019-07-18,40,68727,"INR"
Prod040,Cus033,Mark005,2019-07-19,1,1014,"INR"
Prod040,Cus005,Mark004,2019-07-23,20,25940,"INR"
Prod040,Cus005,Mark004,2019-07-24,7,8648,"INR"
Prod040,Cus033,Mark005,2019-07-26,1,676,"INR"
Prod040,Cus006,Mark004,2019-07-26,20,43000,"INR"
Prod040,Cus006,Mark004,2019-07-29,40,67824,"INR"
Prod040,Cus005,Mark004,2019-07-30,7,9079,"INR"
Prod040,Cus006,Mark004,2019-07-30,40,85995,"INR"
Prod040,Cus006,Mark004,2019-07-31,13,22907,"INR"
Prod040,Cus033,Mark005,2019-08-02,3,2704,"INR"
Prod040,Cus020,Mark004,2019-08-07,27,58500,"INR"
Prod040,Cus033,Mark005,2019-08-09,1,1352,"INR"
Prod040,Cus005,Mark004,2019-08-09,7,9079,"INR"
Prod040,Cus006,Mark004,2019-08-09,7,10648,"INR"
Prod040,Cus007,Mark004,2019-08-12,1,287,"INR"
Prod040,Cus005,Mark004,2019-08-13,7,8648,"INR"
Prod040,Cus020,Mark004,2019-08-13,1,731,"INR"
Prod040,Cus005,Mark004,2019-08-15,7,8648,"INR"
Prod040,Cus033,Mark005,2019-08-16,1,1352,"INR"
Prod040,Cus006,Mark004,2019-08-16,13,26769,"INR"
Prod040,Cus001,Mark001,2019-08-19,40,28042,"INR"
Prod040,Cus005,Mark004,2019-08-20,7,8648,"INR"
Prod040,Cus006,Mark004,2019-08-20,7,10648,"INR"
Prod040,Cus005,Mark004,2019-08-22,20,25940,"INR"
Prod040,Cus033,Mark005,2019-08-23,3,3042,"INR"
Prod040,Cus005,Mark004,2019-08-23,7,8648,"INR"
Prod040,Cus006,Mark004,2019-08-26,20,34361,"INR"
Prod040,Cus005,Mark004,2019-08-27,7,8648,"INR"
Prod040,Cus001,Mark001,2019-08-28,40,28042,"INR"
Prod040,Cus006,Mark004,2019-08-28,13,22907,"INR"
Prod040,Cus006,Mark004,2019-08-29,40,85995,"INR"
Prod040,Cus033,Mark005,2019-08-30,1,338,"INR"
Prod040,Cus006,Mark004,2019-08-30,13,26769,"INR"
Prod040,Cus020,Mark004,2019-09-02,1,731,"INR"
Prod040,Cus005,Mark004,2019-09-03,7,8648,"INR"
Prod040,Cus020,Mark004,2019-09-04,7,14625,"INR"
Prod040,Cus033,Mark005,2019-09-06,2,1690,"INR"
Prod040,Cus006,Mark004,2019-09-06,13,26769,"INR"
Prod040,Cus020,Mark004,2019-09-06,1,1463,"INR"
Prod040,Cus006,Mark004,2019-09-10,87,182639,"INR"
Prod040,Cus007,Mark004,2019-09-10,1,574,"INR"
Prod040,Cus008,Mark005,2019-09-11,40,68329,"INR"
Prod040,Cus033,Mark005,2019-09-13,2,2028,"INR"
Prod040,Cus006,Mark004,2019-09-16,7,10648,"INR"
Prod040,Cus005,Mark004,2019-09-19,20,25944,"INR"
Prod040,Cus033,Mark005,2019-09-20,1,338,"INR"
Prod040,Cus006,Mark004,2019-09-20,13,26769,"INR"
Prod040,Cus006,Mark004,2019-09-23,20,34361,"INR"
Prod040,Cus005,Mark004,2019-09-24,13,17296,"INR"
Prod040,Cus033,Mark005,2019-09-27,1,676,"INR"
Prod040,Cus006,Mark004,2019-09-27,13,26769,"INR"
Prod040,Cus006,Mark004,2019-09-30,80,171991,"INR"
Prod040,Cus032,Mark009,2019-09-30,40,39301,"INR"
Prod040,Cus005,Mark004,2019-10-01,7,8648,"INR"
Prod040,Cus033,Mark005,2019-10-04,1,676,"INR"
Prod040,Cus020,Mark004,2019-10-04,1,731,"INR"
Prod040,Cus007,Mark004,2019-10-07,2,2014,"INR"
Prod040,Cus006,Mark004,2019-10-09,80,171991,"INR"
Prod040,Cus005,Mark004,2019-10-10,7,8648,"INR"
Prod040,Cus033,Mark005,2019-10-11,1,676,"INR"
Prod040,Cus006,Mark004,2019-10-11,13,26769,"INR"
Prod040,Cus020,Mark004,2019-10-17,1,731,"INR"
Prod040,Cus033,Mark005,2019-10-18,2,2028,"INR"
Prod040,Cus005,Mark004,2019-10-18,7,8648,"INR"
Prod040,Cus006,Mark004,2019-10-18,133,265556,"INR"
Prod040,Cus005,Mark004,2019-10-21,1,431,"INR"
Prod040,Cus006,Mark004,2019-10-21,27,45819,"INR"
Prod040,Cus005,Mark004,2019-10-22,20,25944,"INR"
Prod040,Cus005,Mark004,2019-10-23,7,8648,"INR"
Prod040,Cus005,Mark004,2019-10-24,13,17296,"INR"
Prod040,Cus006,Mark004,2019-10-24,20,34361,"INR"
Prod040,Cus020,Mark004,2019-10-24,1,731,"INR"
Prod040,Cus033,Mark005,2019-10-25,1,1014,"INR"
Prod040,Cus005,Mark004,2019-10-25,7,8648,"INR"
Prod040,Cus006,Mark004,2019-10-25,13,26769,"INR"
Prod040,Cus006,Mark004,2019-10-28,87,182639,"INR"
Prod040,Cus006,Mark004,2019-10-29,40,68727,"INR"
Prod040,Cus001,Mark001,2019-10-30,240,168250,"INR"
Prod040,Cus033,Mark005,2019-10-31,1,676,"INR"
Prod040,Cus006,Mark004,2019-11-06,40,68727,"INR"
Prod040,Cus020,Mark004,2019-11-06,40,87750,"INR"
Prod040,Cus005,Mark004,2019-11-07,20,25940,"INR"
Prod040,Cus033,Mark005,2019-11-08,1,1352,"INR"
Prod040,Cus006,Mark004,2019-11-08,87,185375,"INR"
Prod040,Cus005,Mark004,2019-11-12,7,8648,"INR"
Prod040,Cus033,Mark005,2019-11-15,2,1690,"INR"
Prod040,Cus006,Mark004,2019-11-15,20,40153,"INR"
Prod040,Cus005,Mark004,2019-11-19,7,8648,"INR"
Prod040,Cus006,Mark004,2019-11-19,80,171991,"INR"
Prod040,Cus006,Mark004,2019-11-20,20,34361,"INR"
Prod040,Cus033,Mark005,2019-11-22,4,4056,"INR"
Prod040,Cus006,Mark004,2019-11-22,13,26769,"INR"
Prod040,Cus001,Mark001,2019-11-25,40,28042,"INR"
Prod040,Cus005,Mark004,2019-11-25,7,8648,"INR"
Prod040,Cus005,Mark004,2019-11-26,20,25944,"INR"
Prod040,Cus006,Mark004,2019-11-26,7,10648,"INR"
Prod040,Cus008,Mark005,2019-11-27,40,68329,"INR"
Prod040,Cus005,Mark004,2019-11-27,7,8648,"INR"
Prod040,Cus006,Mark004,2019-11-27,80,171991,"INR"
Prod040,Cus033,Mark005,2019-11-29,2,1690,"INR"
Prod040,Cus006,Mark004,2019-11-29,20,37417,"INR"
Prod040,Cus005,Mark004,2019-12-02,40,51884,"INR"
Prod040,Cus005,Mark004,2019-12-03,13,17296,"INR"
Prod040,Cus006,Mark004,2019-12-03,7,10648,"INR"
Prod040,Cus020,Mark004,2019-12-03,1,1463,"INR"
Prod040,Cus008,Mark005,2019-12-04,40,68329,"INR"
Prod040,Cus033,Mark005,2019-12-06,1,1014,"INR"
Prod040,Cus006,Mark004,2019-12-06,13,26769,"INR"
Prod040,Cus005,Mark004,2019-12-10,7,8648,"INR"
Prod040,Cus006,Mark004,2019-12-10,160,343986,"INR"
Prod040,Cus005,Mark004,2019-12-12,7,8648,"INR"
Prod040,Cus033,Mark005,2019-12-13,1,1352,"INR"
Prod040,Cus005,Mark004,2019-12-13,7,8648,"INR"
Prod040,Cus020,Mark004,2019-12-13,1,1463,"INR"
Prod040,Cus007,Mark004,2019-12-13,5,9153,"INR"
Prod040,Cus006,Mark004,2019-12-17,80,172454,"INR"
Prod040,Cus020,Mark004,2019-12-17,1,731,"INR"
Prod040,Cus008,Mark005,2019-12-18,40,68329,"INR"
Prod040,Cus001,Mark001,2019-12-18,40,28042,"INR"
Prod040,Cus005,Mark004,2019-12-18,7,8648,"INR"
Prod040,Cus006,Mark004,2019-12-18,80,171991,"INR"
Prod040,Cus005,Mark004,2019-12-19,20,25944,"INR"
Prod040,Cus033,Mark005,2019-12-20,1,1014,"INR"
Prod040,Cus005,Mark004,2019-12-20,13,17296,"INR"
Prod040,Cus005,Mark004,2019-12-23,7,8648,"INR"
Prod040,Cus006,Mark004,2019-12-23,7,10648,"INR"
Prod040,Cus032,Mark009,2019-12-23,40,39301,"INR"
Prod040,Cus006,Mark004,2020-01-03,40,68727,"INR"
Prod040,Cus005,Mark004,2020-01-09,7,8648,"INR"
Prod040,Cus007,Mark004,2020-01-09,3,2880,"INR"
Prod040,Cus033,Mark005,2020-01-10,5,5407,"INR"
Prod040,Cus005,Mark004,2020-01-10,7,8648,"INR"
Prod040,Cus007,Mark004,2020-01-10,1,653,"INR"
Prod040,Cus020,Mark004,2020-01-13,1,481,"INR"
Prod040,Cus005,Mark004,2020-01-14,13,17296,"INR"
Prod040,Cus008,Mark005,2020-01-15,40,68329,"INR"
Prod040,Cus005,Mark004,2020-01-16,40,51884,"INR"
Prod040,Cus006,Mark004,2020-01-16,40,68727,"INR"
Prod040,Cus020,Mark004,2020-01-16,1,481,"INR"
Prod040,Cus033,Mark005,2020-01-17,2,1690,"INR"
Prod040,Cus001,Mark001,2020-01-17,40,25116,"INR"
Prod040,Cus005,Mark004,2020-01-17,7,8648,"INR"
Prod040,Cus006,Mark004,2020-01-20,13,22907,"INR"
Prod040,Cus020,Mark004,2020-01-20,1,481,"INR"
Prod040,Cus001,Mark001,2020-01-21,80,56083,"INR"
Prod040,Cus005,Mark004,2020-01-21,7,8648,"INR"
Prod040,Cus020,Mark004,2020-01-22,1,481,"INR"
Prod040,Cus006,Mark004,2020-01-23,33,57273,"INR"
Prod040,Cus033,Mark005,2020-01-24,2,2028,"INR"
Prod040,Cus020,Mark004,2020-01-24,1,481,"INR"
Prod040,Cus001,Mark001,2020-01-28,40,25116,"INR"
Prod040,Cus005,Mark004,2020-01-29,7,8648,"INR"
Prod040,Cus006,Mark004,2020-01-29,27,45819,"INR"
Prod040,Cus033,Mark005,2020-01-31,1,1014,"INR"
Prod040,Cus006,Mark004,2020-02-03,20,33912,"INR"
Prod040,Cus020,Mark004,2020-02-03,1,481,"INR"
Prod040,Cus020,Mark004,2020-02-04,1,481,"INR"
Prod040,Cus005,Mark004,2020-02-06,13,17296,"INR"
Prod040,Cus033,Mark005,2020-02-07,1,676,"INR"
Prod040,Cus005,Mark004,2020-02-07,1,431,"INR"
Prod040,Cus020,Mark004,2020-02-07,1,481,"INR"
Prod040,Cus006,Mark004,2020-02-10,7,10648,"INR"
Prod040,Cus020,Mark004,2020-02-11,1,481,"INR"
Prod040,Cus006,Mark004,2020-02-12,20,34361,"INR"
Prod040,Cus001,Mark001,2020-02-13,40,25116,"INR"
Prod040,Cus033,Mark005,2020-02-14,1,338,"INR"
Prod040,Cus005,Mark004,2020-02-17,1,431,"INR"
Prod040,Cus005,Mark004,2020-02-20,7,8648,"INR"
Prod040,Cus033,Mark005,2020-02-21,2,2028,"INR"
Prod040,Cus006,Mark004,2020-02-21,7,10648,"INR"
Prod040,Cus006,Mark004,2020-02-24,7,10648,"INR"
Prod040,Cus005,Mark004,2020-02-25,13,17296,"INR"
Prod040,Cus005,Mark004,2020-02-27,7,8648,"INR"
Prod040,Cus020,Mark004,2020-02-27,1,481,"INR"
Prod040,Cus033,Mark005,2020-02-28,1,1352,"INR"
Prod040,Cus005,Mark004,2020-03-03,7,8648,"INR"
Prod040,Cus006,Mark004,2020-03-03,7,10648,"INR"
Prod040,Cus005,Mark004,2020-03-05,1,431,"INR"
Prod040,Cus033,Mark005,2020-03-06,2,2028,"INR"
Prod040,Cus005,Mark004,2020-03-12,20,25940,"INR"
Prod040,Cus033,Mark005,2020-03-13,1,338,"INR"
Prod040,Cus020,Mark004,2020-03-13,1,481,"INR"
Prod040,Cus020,Mark004,2020-03-16,1,481,"INR"
Prod040,Cus008,Mark005,2020-03-18,40,68486,"INR"
Prod040,Cus006,Mark004,2020-03-19,20,38222,"INR"
Prod040,Cus033,Mark005,2020-03-20,5,4731,"INR"
Prod040,Cus006,Mark004,2020-03-20,40,78361,"INR"
Prod040,Cus005,Mark004,2020-03-25,7,8648,"INR"
Prod040,Cus005,Mark004,2020-03-26,13,17296,"INR"
Prod040,Cus006,Mark004,2020-03-26,7,11454,"INR"
Prod040,Cus006,Mark004,2020-03-27,7,10648,"INR"
Prod040,Cus005,Mark004,2020-03-31,47,60532,"INR"
Prod040,Cus005,Mark004,2020-04-01,7,8648,"INR"
Prod040,Cus005,Mark004,2020-04-06,1,431,"INR"
Prod040,Cus005,Mark004,2020-04-07,7,8648,"INR"
Prod040,Cus006,Mark004,2020-04-09,80,152894,"INR"
Prod040,Cus006,Mark004,2020-04-14,13,22907,"INR"
Prod040,Cus001,Mark001,2020-04-15,40,28042,"INR"
Prod040,Cus005,Mark004,2020-04-15,7,8648,"INR"
Prod040,Cus005,Mark004,2020-04-17,7,8648,"INR"
Prod040,Cus020,Mark004,2020-04-17,1,481,"INR"
Prod040,Cus005,Mark004,2020-04-20,7,8648,"INR"
Prod040,Cus006,Mark004,2020-04-21,80,152894,"INR"
Prod040,Cus001,Mark001,2020-04-23,40,28042,"INR"
Prod040,Cus005,Mark004,2020-04-23,7,8648,"INR"
Prod040,Cus006,Mark004,2020-04-23,7,10648,"INR"
Prod040,Cus005,Mark004,2020-04-24,7,8648,"INR"
Prod040,Cus007,Mark004,2020-04-24,1,574,"INR"
Prod040,Cus006,Mark004,2020-04-27,27,45810,"INR"
Prod040,Cus005,Mark004,2020-04-28,40,51884,"INR"
Prod040,Cus006,Mark004,2020-04-28,7,10648,"INR"
Prod040,Cus020,Mark004,2020-04-29,1,481,"INR"
Prod040,Cus007,Mark004,2020-05-04,2,1866,"INR"
Prod040,Cus005,Mark004,2020-05-05,47,60532,"INR"
Prod040,Cus006,Mark004,2020-05-05,13,22907,"INR"
Prod040,Cus020,Mark004,2020-05-05,1,481,"INR"
Prod040,Cus006,Mark004,2020-05-06,20,34361,"INR"
Prod040,Cus005,Mark004,2020-05-08,7,8648,"INR"
Prod040,Cus005,Mark004,2020-05-12,7,8648,"INR"
Prod040,Cus006,Mark004,2020-05-12,40,65662,"INR"
Prod040,Cus005,Mark004,2020-05-13,7,8648,"INR"
Prod040,Cus006,Mark004,2020-05-13,40,68718,"INR"
Prod040,Cus001,Mark001,2020-05-15,40,28042,"INR"
Prod040,Cus006,Mark004,2020-05-15,80,152894,"INR"
Prod040,Cus005,Mark004,2020-05-19,7,8648,"INR"
Prod040,Cus007,Mark004,2020-05-22,1,574,"INR"
Prod040,Cus005,Mark004,2020-05-26,1,431,"INR"
Prod040,Cus005,Mark004,2020-05-27,7,8648,"INR"
Prod040,Cus005,Mark004,2020-05-28,7,8648,"INR"
Prod040,Cus020,Mark004,2020-06-02,1,958,"INR"
Prod040,Cus007,Mark004,2020-06-02,1,329,"INR"
Prod040,Cus006,Mark004,2020-06-03,7,10648,"INR"
Prod040,Cus006,Mark004,2020-06-04,1,481,"INR"
Prod040,Cus006,Mark004,2020-06-05,53,101269,"INR"
Prod040,Cus007,Mark004,2020-06-05,1,574,"INR"
Prod040,Cus005,Mark004,2020-06-09,47,60963,"INR"
Prod040,Cus020,Mark004,2020-06-10,7,10551,"INR"
Prod040,Cus001,Mark001,2020-06-11,40,28042,"INR"
Prod040,Cus005,Mark004,2020-06-12,7,8648,"INR"
Prod040,Cus006,Mark004,2020-06-12,7,10648,"INR"
Prod040,Cus001,Mark001,2020-06-18,40,25116,"INR"
Prod041,Cus029,Mark002,2019-05-22,2,3065,"INR"
Prod041,Cus029,Mark002,2019-06-10,3,3940,"INR"
Prod041,Cus029,Mark002,2019-06-26,6,7884,"INR"
Prod041,Cus029,Mark002,2019-07-15,80,105097,"INR"
Prod041,Cus029,Mark002,2019-07-17,80,105097,"INR"
Prod041,Cus029,Mark002,2019-07-29,53,70065,"INR"
Prod041,Cus029,Mark002,2019-10-15,53,70065,"INR"
Prod041,Cus035,Mark007,2019-11-11,1,787,"INR"
Prod041,Cus036,Mark007,2019-11-13,1,810,"INR"
Prod041,Cus037,Mark007,2019-11-15,1,898,"INR"
Prod041,Cus037,Mark007,2019-11-19,1,444,"INR"
Prod041,Cus035,Mark007,2019-11-19,1,1181,"INR"
Prod041,Cus036,Mark007,2019-11-20,1,403,"INR"
Prod041,Cus037,Mark007,2019-11-20,1,444,"INR"
Prod041,Cus035,Mark007,2019-11-20,1,394,"INR"
Prod041,Cus036,Mark007,2019-11-21,2,2426,"INR"
Prod041,Cus037,Mark007,2019-11-22,2,2231,"INR"
Prod041,Cus035,Mark007,2019-11-26,1,787,"INR"
Prod041,Cus036,Mark007,2019-11-27,1,1213,"INR"
Prod041,Cus036,Mark007,2019-11-28,1,1213,"INR"
Prod041,Cus035,Mark007,2019-11-28,1,787,"INR"
Prod041,Cus037,Mark007,2019-11-29,1,894,"INR"
Prod041,Cus037,Mark007,2019-12-03,1,444,"INR"
Prod041,Cus035,Mark007,2019-12-04,1,394,"INR"
Prod041,Cus037,Mark007,2019-12-10,1,444,"INR"
Prod041,Cus035,Mark007,2019-12-11,1,1579,"INR"
Prod041,Cus037,Mark007,2019-12-13,1,894,"INR"
Prod041,Cus038,Mark007,2019-12-17,1,74,"INR"
Prod041,Cus035,Mark007,2019-12-17,1,394,"INR"
Prod041,Cus036,Mark007,2019-12-18,1,403,"INR"
Prod041,Cus035,Mark007,2019-12-18,1,394,"INR"
Prod041,Cus029,Mark002,2019-12-18,53,70065,"INR"
Prod041,Cus017,Mark007,2019-12-19,7,4375,"INR"
Prod041,Cus037,Mark007,2019-12-20,1,1338,"INR"
Prod041,Cus037,Mark007,2019-12-24,1,894,"INR"
Prod041,Cus037,Mark007,2019-12-27,1,894,"INR"
Prod041,Cus036,Mark007,2019-12-31,1,810,"INR"
Prod041,Cus035,Mark007,2020-01-02,1,394,"INR"
Prod041,Cus037,Mark007,2020-01-03,1,444,"INR"
Prod041,Cus037,Mark007,2020-01-07,1,454,"INR"
Prod041,Cus035,Mark007,2020-01-08,1,394,"INR"
Prod041,Cus037,Mark007,2020-01-09,1,1338,"INR"
Prod041,Cus037,Mark007,2020-01-10,1,444,"INR"
Prod041,Cus037,Mark007,2020-01-14,1,894,"INR"
Prod041,Cus035,Mark007,2020-01-14,1,787,"INR"
Prod041,Cus037,Mark007,2020-01-15,1,444,"INR"
Prod041,Cus037,Mark007,2020-01-17,1,1792,"INR"
Prod041,Cus037,Mark007,2020-01-21,1,1792,"INR"
Prod041,Cus036,Mark007,2020-01-22,1,810,"INR"
Prod041,Cus035,Mark007,2020-01-22,1,1579,"INR"
Prod041,Cus035,Mark007,2020-01-23,1,787,"INR"
Prod041,Cus035,Mark007,2020-01-28,1,1181,"INR"
Prod041,Cus035,Mark007,2020-01-29,1,787,"INR"
Prod041,Cus037,Mark007,2020-02-04,1,444,"INR"
Prod041,Cus035,Mark007,2020-02-05,1,787,"INR"
Prod041,Cus037,Mark007,2020-02-07,1,444,"INR"
Prod041,Cus036,Mark007,2020-02-12,1,403,"INR"
Prod041,Cus035,Mark007,2020-02-12,1,394,"INR"
Prod041,Cus037,Mark007,2020-02-18,1,894,"INR"
Prod041,Cus035,Mark007,2020-02-18,1,787,"INR"
Prod041,Cus035,Mark007,2020-02-19,1,394,"INR"
Prod041,Cus017,Mark007,2020-02-21,19,12690,"INR"
Prod041,Cus037,Mark007,2020-02-21,1,894,"INR"
Prod041,Cus035,Mark007,2020-02-26,1,787,"INR"
Prod041,Cus035,Mark007,2020-03-03,1,394,"INR"
Prod041,Cus036,Mark007,2020-03-11,1,403,"INR"
Prod041,Cus037,Mark007,2020-03-12,1,454,"INR"
Prod041,Cus037,Mark007,2020-03-13,1,444,"INR"
Prod041,Cus037,Mark007,2020-03-17,1,444,"INR"
Prod041,Cus037,Mark007,2020-03-18,1,444,"INR"
Prod041,Cus035,Mark007,2020-03-18,1,394,"INR"
Prod041,Cus017,Mark007,2020-03-20,25,16190,"INR"
Prod041,Cus037,Mark007,2020-03-20,2,2227,"INR"
Prod041,Cus035,Mark007,2020-03-20,1,394,"INR"
Prod041,Cus037,Mark007,2020-03-24,1,894,"INR"
Prod041,Cus035,Mark007,2020-03-25,1,394,"INR"
Prod041,Cus037,Mark007,2020-03-27,1,444,"INR"
Prod041,Cus035,Mark007,2020-03-30,1,394,"INR"
Prod041,Cus037,Mark007,2020-03-31,1,444,"INR"
Prod041,Cus037,Mark007,2020-04-01,1,444,"INR"
Prod041,Cus037,Mark007,2020-04-07,1,894,"INR"
Prod041,Cus035,Mark007,2020-04-07,1,394,"INR"
Prod041,Cus037,Mark007,2020-04-14,1,444,"INR"
Prod041,Cus035,Mark007,2020-04-15,1,394,"INR"
Prod041,Cus037,Mark007,2020-04-17,1,444,"INR"
Prod041,Cus035,Mark007,2020-04-17,1,1574,"INR"
Prod041,Cus037,Mark007,2020-04-21,1,444,"INR"
Prod041,Cus035,Mark007,2020-04-21,1,394,"INR"
Prod041,Cus037,Mark007,2020-04-24,1,444,"INR"
Prod041,Cus017,Mark007,2020-04-27,8,5032,"INR"
Prod041,Cus035,Mark007,2020-04-27,1,787,"INR"
Prod041,Cus037,Mark007,2020-05-05,1,894,"INR"
Prod041,Cus036,Mark007,2020-05-06,2,2023,"INR"
Prod041,Cus035,Mark007,2020-05-06,1,394,"INR"
Prod041,Cus037,Mark007,2020-05-08,1,898,"INR"
Prod041,Cus001,Mark010,2020-05-11,3,921,"INR"
Prod041,Cus037,Mark007,2020-05-12,1,454,"INR"
Prod041,Cus036,Mark007,2020-05-13,1,403,"INR"
Prod041,Cus035,Mark007,2020-05-13,1,394,"INR"
Prod041,Cus037,Mark007,2020-05-15,1,454,"INR"
Prod041,Cus037,Mark007,2020-05-19,1,903,"INR"
Prod041,Cus036,Mark007,2020-05-20,1,1213,"INR"
Prod041,Cus037,Mark007,2020-05-21,1,458,"INR"
Prod041,Cus017,Mark007,2020-05-26,17,11157,"INR"
Prod041,Cus036,Mark007,2020-05-27,1,403,"INR"
Prod041,Cus037,Mark007,2020-05-27,1,454,"INR"
Prod041,Cus037,Mark007,2020-06-03,1,454,"INR"
Prod041,Cus037,Mark007,2020-06-05,1,454,"INR"
Prod041,Cus037,Mark007,2020-06-09,1,454,"INR"
Prod041,Cus035,Mark007,2020-06-09,1,394,"INR"
Prod041,Cus037,Mark007,2020-06-12,1,903,"INR"
Prod041,Cus037,Mark007,2020-06-16,1,454,"INR"
Prod041,Cus035,Mark007,2020-06-16,1,787,"INR"
Prod041,Cus001,Mark010,2020-06-17,27,7370,"INR"
Prod041,Cus017,Mark007,2020-06-17,14,9190,"INR"
Prod042,Cus006,Mark004,2018-01-29,127,196810,"INR"
Prod042,Cus006,Mark004,2018-01-31,34,52551,"INR"
Prod042,Cus006,Mark004,2018-02-15,65,100468,"INR"
Prod042,Cus006,Mark004,2018-03-05,2,2569,"INR"
Prod042,Cus006,Mark004,2018-03-06,42,64394,"INR"
Prod042,Cus006,Mark004,2018-03-07,2,3597,"INR"
Prod042,Cus006,Mark004,2018-03-08,1,1542,"INR"
Prod042,Cus006,Mark004,2018-03-09,1,2056,"INR"
Prod042,Cus006,Mark004,2018-03-12,1,1028,"INR"
Prod042,Cus006,Mark004,2018-03-13,1,514,"INR"
Prod042,Cus006,Mark004,2018-03-14,1,1542,"INR"
Prod042,Cus006,Mark004,2018-03-16,1,1028,"INR"
Prod042,Cus006,Mark004,2018-03-20,1,514,"INR"
Prod042,Cus006,Mark004,2018-03-21,1,514,"INR"
Prod042,Cus006,Mark004,2018-03-26,1,1028,"INR"
Prod042,Cus006,Mark004,2018-03-27,1,514,"INR"
Prod042,Cus006,Mark004,2018-03-28,1,514,"INR"
Prod042,Cus006,Mark004,2018-04-05,1,514,"INR"
Prod042,Cus006,Mark004,2018-04-06,1,514,"INR"
Prod042,Cus006,Mark004,2018-04-12,1,514,"INR"
Prod042,Cus006,Mark004,2018-04-18,1,514,"INR"
Prod042,Cus006,Mark004,2018-05-09,1,514,"INR"
Prod042,Cus006,Mark004,2018-05-25,1,514,"INR"
Prod042,Cus006,Mark004,2018-05-30,1,514,"INR"
Prod042,Cus006,Mark004,2018-06-06,1,514,"INR"
Prod042,Cus006,Mark004,2018-06-07,1,514,"INR"
Prod042,Cus006,Mark004,2018-06-08,1,514,"INR"
Prod042,Cus006,Mark004,2018-06-14,1,514,"INR"
Prod042,Cus006,Mark004,2018-06-21,1,514,"INR"
Prod042,Cus006,Mark004,2018-06-26,41,62856,"INR"
Prod042,Cus006,Mark004,2018-07-04,1,514,"INR"
Prod042,Cus006,Mark004,2018-07-05,1,1028,"INR"
Prod042,Cus006,Mark004,2018-07-10,1,514,"INR"
Prod042,Cus006,Mark004,2018-07-11,1,514,"INR"
Prod042,Cus006,Mark004,2018-07-12,1,1028,"INR"
Prod042,Cus006,Mark004,2018-07-16,1,514,"INR"
Prod042,Cus006,Mark004,2018-07-18,1,514,"INR"
Prod042,Cus006,Mark004,2018-07-20,1,1032,"INR"
Prod042,Cus006,Mark004,2018-07-23,1,514,"INR"
Prod042,Cus006,Mark004,2018-07-27,1,514,"INR"
Prod042,Cus006,Mark004,2018-07-31,1,514,"INR"
Prod042,Cus006,Mark004,2018-08-01,1,1028,"INR"
Prod042,Cus006,Mark004,2018-08-07,1,1542,"INR"
Prod042,Cus006,Mark004,2018-08-22,1,514,"INR"
Prod042,Cus006,Mark004,2018-08-28,1,514,"INR"
Prod042,Cus006,Mark004,2018-09-04,1,514,"INR"
Prod042,Cus006,Mark004,2018-09-05,1,514,"INR"
Prod042,Cus006,Mark004,2018-09-10,1,514,"INR"
Prod042,Cus006,Mark004,2018-09-20,4,6181,"INR"
Prod042,Cus006,Mark004,2018-09-27,1,514,"INR"
